GeneID	Length	36808_FFPE_control	43323_FFPE_control	43917_FFPE_od	44331_FFPE_od	45726_FFPE_control	47198_FFPE_control	50276_FFPE_control	50315_FFPE_control	50416_FFPE_od	51234_FFPE_od	60126_FFPE_control	60126_FF_control	60127_FFPE_od	60127_FF_od	60177_FFPE_od	60459_FF_control	60460_FFPE_control	60460_FF_control	60461_FFPE_od	60461_FF_od	60462_FF_control	60462_FFPE_control	60516_FF_control	60629_FF_control	60631_FF_od	60636_FFPE_od	60636_FF_od	60679_FFPE_od	60679_FF_od	60749_FFPE_od	60749_FF_od	60792_FFPE_od	61478_FFPE_control
ENSCAFG00000015053	1806	28	17	10	42	26	62	20	7	32	21	179	126	31	92	53	133	67	205	53	139	149	4	117	138	226	40	191	21	266	140	143	60	40
ENSCAFG00000015061	2293	31	36	13	50	14	44	20	2	13	17	162	95	14	31	50	155	25	214	58	104	110	3	89	168	91	23	139	7	135	156	88	41	32
ENSCAFG00000015064	5354	7546	4273	1104	4957	3008	9429	7294	497	1820	3546	58759	47234	18730	29404	2351	23297	15984	34817	8824	25633	44069	1178	13291	23422	7446	4910	14249	6119	17487	2863	3155	3206	7923
ENSCAFG00000015073	2990	132	96	112	206	116	135	105	20	209	312	1214	1241	851	2493	233	685	353	874	462	3935	1319	42	1513	653	1796	442	1925	294	1487	898	1153	155	271
ENSCAFG00000005186	198	0	0	0	0	0	0	0	0	0	0	1	4	2	5	3	0	2	2	1	3	0	0	3	4	5	5	2	1	8	0	2	0	2
ENSCAFG00000015082	870	61	35	22	112	78	54	24	0	3	15	823	877	259	661	29	581	291	983	116	265	918	9	485	674	210	87	667	70	397	34	30	8	43
ENSCAFG00000028906	480	0	9	0	9	1	0	0	0	0	0	10	14	1	2	0	12	1	5	4	1	11	5	1	6	1	1	15	0	0	0	0	2	2
ENSCAFG00000015087	558	2	11	3	5	0	0	1	0	0	23	19	14	1	8	2	11	8	3	17	54	29	4	52	2	96	14	102	4	35	14	18	7	2
ENSCAFG00000015091	2094	3	1	0	6	3	7	3	3	0	0	4	3	11	4	0	13	11	14	10	0	14	7	21	4	1	0	5	1	5	1	0	0	7
ENSCAFG00000015096	1794	0	0	1	0	0	2	1	1	1	0	0	0	2	0	0	0	0	0	2	2	0	2	1	0	0	1	1	0	0	0	1	2	0
ENSCAFG00000015226	2318	0	0	1	1	1	0	0	0	1	0	0	2	1	0	0	0	0	0	0	4	8	10	0	0	0	0	0	0	0	0	0	0	7
ENSCAFG00000025291	1691	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	8	3	4	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000042285	534	1	3	0	1	0	1	1	0	1	0	8	6	4	7	0	4	2	4	1	12	11	7	5	1	4	0	4	0	2	1	0	0	1
ENSCAFG00000045109	561	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	2	0	0	0	0	0	0
ENSCAFG00000043861	459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000024629	414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSCAFG00000049288	1869	0	0	0	0	0	0	0	0	0	0	1	3	2	0	0	1	0	0	0	1	7	9	0	1	0	0	2	0	2	0	0	0	0
ENSCAFG00000041913	524	0	2	1	0	0	3	0	3	0	0	4	9	0	1	0	1	1	0	0	0	3	2	1	1	0	4	3	0	7	0	0	0	0
ENSCAFG00000024439	2143	6	31	14	12	3	46	30	2	0	0	43	35	20	0	4	17	7	21	1	6	12	7	32	37	0	13	26	14	55	5	0	3	22
ENSCAFG00000015418	1814	11	83	8	20	18	91	31	2	0	0	165	139	54	4	0	62	22	28	11	3	46	9	169	67	1	30	92	21	128	3	2	20	26
ENSCAFG00000015467	1383	96	141	32	134	35	206	126	7	2	21	472	332	91	90	25	705	193	641	112	119	301	5	353	626	16	21	328	49	303	15	18	47	85
ENSCAFG00000015495	1916	330	248	222	402	721	1266	1158	1373	128	433	1148	953	322	1366	533	1276	999	1305	669	1219	936	53	1378	1029	1044	392	1904	216	1490	969	796	1502	1344
ENSCAFG00000021286	181	2	1	1	2	0	0	0	0	0	0	5	2	20	0	0	0	2	0	1	1	6	9	0	0	0	1	0	1	0	1	1	0	0
ENSCAFG00000027167	177	5	0	0	0	0	0	0	0	1	1	2	3	2	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0
ENSCAFG00000026225	76	185	82	102	173	428	217	121	42	160	696	632	291	728	389	189	167	262	407	523	1348	601	1025	735	211	1074	432	536	366	248	1584	562	440	195
ENSCAFG00000025916	75	85	27	52	55	19	26	8	0	60	94	11	8	29	4	59	1	17	3	39	15	16	48	3	4	8	37	6	20	3	41	16	25	8
ENSCAFG00000026308	75	7	0	4	15	0	8	7	0	24	9	14	4	19	20	17	16	9	32	6	29	16	1	36	17	64	11	32	9	61	21	34	8	0
ENSCAFG00000026245	127	664	307	216	287	1144	918	311	122	529	1469	1470	1230	1858	1437	620	81	350	80	476	2105	1720	1097	254	43	261	986	260	406	101	1525	497	1580	622
ENSCAFG00000021073	67	8	15	12	16	29	12	5	0	15	32	99	42	117	19	20	1	7	0	18	52	71	148	8	5	7	23	11	20	2	46	15	21	8
ENSCAFG00000025801	70	39	14	35	34	22	22	16	0	29	69	36	12	44	21	36	6	9	5	26	23	30	58	14	1	15	43	24	21	11	181	43	27	15
ENSCAFG00000022180	69	31	16	28	22	24	40	11	7	24	32	6	3	11	2	15	4	6	1	7	4	8	46	5	1	4	8	3	11	3	10	11	26	13
ENSCAFG00000026010	125	32	29	25	34	27	46	16	4	66	122	48	31	137	67	70	8	27	8	70	84	33	26	10	6	27	55	18	40	4	176	62	149	56
ENSCAFG00000015523	1192	47	16	11	43	15	41	20	1	8	29	377	306	85	190	33	203	113	285	81	275	347	15	154	187	204	41	211	45	250	137	140	30	39
ENSCAFG00000047469	354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0
ENSCAFG00000015540	1258	61	60	38	89	30	88	47	1	35	83	724	552	189	497	77	482	191	730	142	614	713	17	497	482	539	86	699	71	604	357	332	44	51
ENSCAFG00000015594	2909	120	132	91	311	124	138	85	8	126	286	622	593	405	642	188	409	213	337	436	654	484	54	506	303	740	293	949	217	819	680	647	135	158
ENSCAFG00000015631	609	5	6	3	11	19	22	14	0	9	18	52	39	18	54	12	80	35	85	31	111	66	5	102	42	101	15	94	13	51	31	50	8	13
ENSCAFG00000015636	853	26	10	22	70	25	34	18	6	11	54	47	74	68	89	41	45	68	52	50	146	64	5	61	40	136	62	109	31	82	64	76	68	59
ENSCAFG00000015646	2355	43	27	17	100	34	26	19	2	23	17	249	174	74	188	37	296	80	379	52	206	231	7	246	308	253	57	314	27	295	124	142	37	21
ENSCAFG00000015461	745	68	18	26	62	18	69	56	4	54	88	208	133	118	229	86	110	125	217	124	265	147	11	154	119	237	81	190	52	205	125	143	53	65
ENSCAFG00000015650	1542	4	1	2	7	3	6	4	0	9	7	70	64	8	22	5	65	20	78	11	132	65	8	54	55	74	11	82	4	72	33	63	12	14
ENSCAFG00000015659	1641	56	49	22	55	15	35	37	0	49	70	592	442	178	359	35	381	144	446	136	439	467	17	246	343	199	86	316	49	332	111	119	26	46
ENSCAFG00000015686	2372	1461	780	353	1214	602	953	603	69	511	597	11455	8063	1686	3563	640	3069	1762	3048	1476	2474	5399	249	2473	3584	1924	682	2792	686	1876	1504	1084	641	672
ENSCAFG00000023629	2110	211	235	107	390	268	380	282	41	200	412	2534	1821	739	1886	364	1575	726	1518	790	2472	1857	37	954	1407	1552	381	1553	263	1703	1235	992	366	368
ENSCAFG00000014643	815	423	411	72	319	404	989	642	102	207	256	780	571	254	337	349	878	1008	1400	638	390	406	36	479	1089	254	283	556	450	1207	350	280	511	768
ENSCAFG00000015703	714	32	34	13	42	17	22	1	0	14	28	58	35	24	84	65	92	30	102	47	253	86	6	142	130	228	39	203	17	154	91	92	47	17
ENSCAFG00000015710	1132	194	128	68	175	150	172	140	14	80	109	1945	1450	251	844	175	530	345	824	217	1216	1875	51	634	641	721	146	980	111	977	366	260	170	191
ENSCAFG00000015715	554	20	15	10	34	18	18	24	8	12	32	110	87	28	53	57	67	62	123	53	148	97	2	62	59	109	33	119	19	109	118	95	44	18
ENSCAFG00000015719	1264	53	34	10	53	49	34	37	1	57	57	1465	945	225	943	53	304	241	490	171	1699	979	33	371	309	477	107	436	81	574	373	419	45	41
ENSCAFG00000029552	723	6	3	1	13	1	2	4	0	9	2	8	20	16	40	22	24	10	46	1	79	21	1	17	9	16	9	32	2	60	43	45	0	0
ENSCAFG00000020883	149	117	59	105	100	182	84	49	11	125	192	24	23	54	41	138	14	48	26	125	153	34	11	65	10	113	156	69	93	29	165	93	255	58
ENSCAFG00000015724	3067	36	38	23	70	60	57	23	7	18	44	178	98	63	138	64	131	77	206	37	223	132	9	113	168	302	74	197	24	252	126	130	76	35
ENSCAFG00000015767	3611	262	174	174	317	202	203	179	31	132	451	1399	1101	375	1055	291	1831	518	2232	631	2463	1285	47	2060	1634	2769	416	2437	219	2042	901	903	204	248
ENSCAFG00000015783	1089	147	136	45	189	161	227	112	20	32	62	520	297	97	221	129	657	266	943	147	266	329	20	491	633	506	112	650	78	660	327	247	135	131
ENSCAFG00000015786	1360	8	11	7	16	11	8	3	0	0	5	40	31	15	17	17	25	17	67	17	42	31	7	41	27	37	18	49	3	38	37	16	20	16
ENSCAFG00000015795	2691	32	28	38	133	44	19	14	3	33	46	71	56	59	114	117	71	38	150	96	232	87	12	146	62	336	55	247	25	180	249	206	64	22
ENSCAFG00000015809	2347	129	78	113	268	102	148	60	14	176	565	811	699	420	732	267	433	158	286	526	1438	611	48	456	375	921	302	697	159	495	865	680	209	161
ENSCAFG00000015822	2698	53	47	37	95	87	116	75	12	34	60	498	357	131	301	66	297	158	435	101	313	296	22	258	329	465	78	398	67	403	225	112	102	75
ENSCAFG00000015834	1404	72	50	112	111	93	56	63	4	161	258	1113	874	505	1843	207	749	264	1036	433	4632	1177	37	1310	657	4130	480	2187	388	3112	1035	1271	137	216
ENSCAFG00000049921	1029	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0
ENSCAFG00000041556	1633	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	6	2	0	0	0	0	0	0	1	0	0	0
ENSCAFG00000041016	1597	26	37	32	71	17	29	20	2	5	5	134	140	38	78	28	102	60	65	42	20	94	6	302	62	24	32	258	29	127	21	22	20	43
ENSCAFG00000032525	5922	893	880	526	1052	376	434	673	36	218	142	3254	4038	2019	2703	340	1863	1136	1336	652	846	2601	232	5612	906	312	718	4816	484	2576	256	363	184	548
ENSCAFG00000015860	457	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	2	5	187	2	2	2	2	1	0	4	0	0	8
ENSCAFG00000015868	1199	85	47	14	94	28	75	26	0	80	81	372	271	201	841	88	647	195	510	202	816	871	17	401	388	680	119	783	95	978	387	424	21	61
ENSCAFG00000031184	2993	1	0	0	0	3	0	0	0	4	0	0	1	1	1	0	0	1	0	0	1	2	3	0	0	0	0	1	1	1	2	0	0	0
ENSCAFG00000032641	103	14	6	6	17	13	11	4	1	13	7	2	0	6	1	6	0	3	1	5	1	3	4	1	0	0	8	3	9	0	2	0	12	1
ENSCAFG00000029389	752	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ENSCAFG00000015888	3505	54	43	52	93	76	85	38	14	115	126	452	303	104	261	125	263	133	265	118	356	321	10	349	234	514	95	541	33	286	344	320	80	51
ENSCAFG00000028495	95	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000042293	1410	0	0	0	4	0	0	0	0	0	0	3	2	2	3	0	0	1	0	0	0	4	5	3	0	1	0	5	0	0	0	1	0	0
ENSCAFG00000015901	906	311	318	318	678	296	354	351	29	193	441	2342	2358	1654	1574	297	1487	1288	1200	878	781	1363	82	2582	1793	1225	1156	1675	571	732	715	852	278	340
ENSCAFG00000015909	2221	6	1	4	52	2	5	4	0	1	1	9	25	54	53	1	25	17	14	27	29	61	10	35	18	7	29	59	5	34	24	28	1	3
ENSCAFG00000015918	4743	150	136	96	249	173	235	140	21	51	68	492	404	172	234	89	727	389	931	232	247	373	16	582	604	396	161	728	107	656	295	208	134	190
ENSCAFG00000016019	1905	436	503	391	1287	776	1047	372	100	172	1161	2772	2018	1186	3889	1180	3748	1044	3190	1963	4903	3520	55	4676	3465	5212	1782	7913	1177	8042	3021	2467	1291	791
ENSCAFG00000049935	222	1	0	0	2	0	2	1	0	0	0	4	1	1	0	0	0	0	1	0	2	7	2	0	0	2	1	1	0	0	0	0	0	0
ENSCAFG00000025083	1438	27	23	37	42	21	51	34	4	15	43	296	245	136	497	30	183	81	154	99	549	148	5	162	118	204	67	229	44	224	76	46	31	94
ENSCAFG00000046360	1213	3	1	0	0	3	14	2	0	0	2	0	2	2	3	0	2	1	3	0	2	20	2	2	27	2	1	1	2	31	2	2	3	3
ENSCAFG00000044731	498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	2	0	3	0	0	0	2	0	0
ENSCAFG00000030542	1143	20	6	11	12	2	9	6	3	17	26	136	160	53	266	29	166	68	286	38	227	123	4	121	170	414	23	155	8	114	121	160	18	11
ENSCAFG00000048610	701	52	31	10	56	5	41	26	3	33	184	229	210	162	319	96	203	167	286	183	581	258	9	233	178	663	176	336	88	403	236	341	35	50
ENSCAFG00000016062	4322	206	195	131	775	247	214	146	6	40	678	432	988	663	993	346	1147	315	400	633	592	861	29	350	857	2634	447	1207	192	1412	868	576	406	177
ENSCAFG00000016070	2750	80	58	32	200	121	187	94	9	12	88	465	399	116	210	56	922	320	1060	213	193	340	13	498	687	303	60	558	94	580	198	194	51	90
ENSCAFG00000038427	1190	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	3	0	0	0	0	0	1	0	0	0	0	0
ENSCAFG00000016121	3508	279	187	44	226	194	331	183	6	9	21	2894	2174	728	1089	112	2080	407	2502	327	319	2120	42	1367	2298	176	97	1396	199	1769	221	152	102	227
ENSCAFG00000025401	879	3	4	0	10	0	1	5	1	0	1	0	3	0	1	3	14	2	13	0	1	3	0	5	10	0	0	6	0	24	0	0	0	2
ENSCAFG00000016134	1401	5	7	4	33	0	3	6	0	0	1	8	3	8	9	0	3	12	3	8	2	4	6	16	6	2	3	16	1	11	0	0	0	3
ENSCAFG00000030303	1420	52	45	13	48	29	68	35	3	32	61	935	680	238	749	64	473	287	731	181	1021	914	18	463	481	433	125	473	98	660	186	295	22	46
ENSCAFG00000016152	2494	170	196	124	295	287	280	194	34	140	319	1167	802	410	722	228	621	487	698	510	1069	870	47	591	593	693	307	941	245	753	695	512	302	275
ENSCAFG00000050051	961	8	3	3	14	5	6	3	0	12	29	56	65	29	78	11	51	20	52	19	107	65	1	35	33	60	16	61	15	44	26	40	5	15
ENSCAFG00000016171	1131	14	5	6	18	9	17	16	3	18	27	72	78	57	42	22	30	40	37	40	57	83	6	58	31	54	29	65	15	46	28	28	18	8
ENSCAFG00000016177	1804	25	15	24	43	35	13	10	2	16	37	27	40	33	65	46	48	78	74	45	62	46	7	124	40	73	65	237	26	68	75	73	31	24
ENSCAFG00000016197	2888	19	16	17	85	32	35	21	3	40	60	142	137	99	302	74	51	56	178	71	240	205	16	229	108	411	42	311	30	261	164	127	62	36
ENSCAFG00000016264	6047	715	470	352	896	387	664	530	44	358	808	5445	4307	1275	5346	659	6042	1901	7227	1775	6196	5432	123	5333	5920	5197	1038	7009	748	7386	2666	2800	472	627
ENSCAFG00000016302	3889	4	12	7	9	25	9	6	1	3	3	3	2	7	3	7	4	7	2	14	5	8	6	16	2	4	1	14	2	12	8	3	1	1
ENSCAFG00000016308	2738	13	0	1	14	0	0	1	0	1	2	93	72	21	37	1	60	0	0	11	2	6	6	37	70	18	4	18	0	0	8	11	0	0
ENSCAFG00000016326	2319	67	73	44	114	135	128	64	9	48	87	228	196	107	144	108	83	98	126	105	175	220	16	150	111	159	75	210	70	140	233	122	144	96
ENSCAFG00000016332	2370	1	0	8	8	0	3	0	0	0	1	2	0	10	10	9	4	9	7	13	52	12	22	7	6	10	4	22	7	50	25	17	6	1
ENSCAFG00000016378	2250	2	5	0	3	14	0	1	0	2	0	1	6	4	1	0	3	12	6	5	1	10	9	7	7	4	4	18	1	2	6	3	3	1
ENSCAFG00000016405	4838	381	306	213	758	741	753	308	44	129	352	1491	1066	496	1299	589	1231	633	2400	666	2007	1374	156	1817	1794	1963	414	2556	226	2256	1502	1148	543	525
ENSCAFG00000016438	2404	394	305	181	605	247	545	293	28	160	359	3405	2695	645	2201	301	3609	1416	4388	995	2398	3218	83	2637	3332	2395	396	3004	401	3632	1021	1023	245	335
ENSCAFG00000046526	567	0	0	0	1	0	0	0	0	0	0	2	1	4	5	0	0	0	2	0	0	8	0	0	0	0	1	1	4	7	0	0	0	0
ENSCAFG00000016454	1203	0	0	0	2	2	1	1	0	1	0	3	2	2	0	3	13	0	9	0	0	3	0	5	4	0	0	8	2	11	0	2	0	0
ENSCAFG00000016456	799	16	17	6	38	19	18	16	1	30	46	317	269	61	245	32	132	56	201	66	725	273	9	165	124	435	58	283	38	345	256	225	31	14
ENSCAFG00000016458	940	0	0	0	0	0	0	1	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000049035	1941	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000032484	824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	1	0	0	0	0	0	0
ENSCAFG00000016467	937	18	26	9	15	13	24	6	1	22	68	245	190	56	301	38	181	45	194	72	724	232	8	136	172	319	28	235	33	220	107	191	10	15
ENSCAFG00000016459	291	5	0	0	1	4	1	3	0	10	5	19	25	4	47	4	9	7	8	13	49	36	1	17	13	17	7	36	5	17	7	9	0	3
ENSCAFG00000028588	1395	1	5	2	4	1	2	1	0	0	135	4	8	3	2	1	9	22	23	31	135	56	1	33	5	1	2	16	14	25	0	0	0	1
ENSCAFG00000028723	1111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000003613	2106	260	390	394	929	222	492	251	43	567	699	2620	3390	3868	9405	685	2007	1147	1985	1868	10705	3334	58	2563	1932	8101	2082	6149	2077	7497	4454	4969	1035	1133
ENSCAFG00000003622	3390	43	33	58	110	69	47	35	8	91	101	599	559	420	1143	84	393	119	444	201	1938	629	23	440	368	779	217	572	154	671	418	586	76	84
ENSCAFG00000049219	2591	24	57	38	62	32	26	8	1	67	23	62	64	164	71	16	23	41	21	38	89	75	31	26	11	16	53	49	85	27	87	93	47	35
ENSCAFG00000021699	108	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
ENSCAFG00000048360	683	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSCAFG00000042079	336	4	1	0	2	0	2	0	0	1	1	12	10	16	25	0	12	6	8	3	22	23	3	7	15	15	2	0	6	18	4	6	0	1
ENSCAFG00000027173	105	1	0	0	2	1	0	0	0	0	1	0	0	2	0	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	2	1
ENSCAFG00000003624	3767	70	89	42	131	32	64	60	10	28	28	460	365	370	336	113	322	163	337	98	159	448	39	297	260	82	109	522	85	519	212	232	57	70
ENSCAFG00000042177	181	1	0	2	6	0	9	4	0	1	5	1	1	10	2	7	0	10	0	6	0	0	2	0	3	0	10	2	3	0	3	5	6	1
ENSCAFG00000047829	1287	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	5	0	0	0	0	4	0	0	0	0	0	0
ENSCAFG00000003626	1055	11	0	3	10	3	0	6	0	0	1	8	6	22	34	1	3	0	6	8	85	18	3	30	5	21	10	24	9	40	12	17	4	9
ENSCAFG00000038482	1077	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	13	0	0	0	0	0	0	0	1	1	0	0
ENSCAFG00000003628	234	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000003630	1161	92	32	21	81	55	34	21	0	33	23	807	748	255	652	51	300	136	254	138	830	672	21	387	313	288	98	418	69	399	177	237	23	42
ENSCAFG00000028804	3699	147	193	30	321	102	161	91	3	15	27	1192	983	296	358	64	869	205	1150	121	348	1095	20	634	848	122	62	765	72	458	196	145	33	83
ENSCAFG00000041821	1105	0	1	0	2	0	0	0	0	0	0	0	0	2	0	0	1	0	2	0	0	2	3	0	3	0	0	0	0	0	1	2	0	0
ENSCAFG00000036906	2796	51	11	14	5	34	39	14	5	8	0	0	2	0	2	0	0	0	0	0	0	7	14	0	0	0	0	2	0	1	1	0	26	8
ENSCAFG00000038574	1563	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	3	4	0	0	0	0	1	0	0	0	0	0	0
ENSCAFG00000003662	5091	1029	640	340	854	795	1058	666	39	138	185	9668	6899	2396	3956	323	7419	2332	7380	1106	2930	13030	332	9690	7443	1231	769	13087	1023	6570	1187	1030	265	790
ENSCAFG00000032468	104	0	0	0	2	4	2	3	0	2	0	3	3	12	2	1	0	4	0	7	0	7	5	2	0	0	9	1	8	2	5	5	0	0
ENSCAFG00000041370	677	0	0	0	1	0	0	0	0	0	0	5	2	0	0	0	0	1	3	1	0	3	0	1	0	0	0	1	1	0	0	0	0	0
ENSCAFG00000003684	1329	4	5	3	23	11	7	39	0	15	2	387	348	70	179	13	214	138	361	103	619	387	13	235	390	187	26	247	32	191	51	47	27	53
ENSCAFG00000029846	1386	18	6	4	28	2	16	7	1	39	39	313	306	170	411	12	133	44	112	55	778	329	17	170	102	234	43	261	48	184	120	213	6	48
ENSCAFG00000031714	1113	0	2	0	3	0	0	1	0	2	0	2	1	9	14	0	0	0	0	0	1	12	4	5	0	4	0	9	0	6	1	2	0	0
ENSCAFG00000003696	3040	130	54	18	121	54	73	52	8	13	28	1444	1259	567	2023	49	350	260	647	86	515	1251	67	470	571	755	109	436	201	728	199	338	45	94
ENSCAFG00000003699	854	354	201	73	279	93	428	252	25	186	196	2042	1737	978	3090	359	1011	704	1600	682	3003	1578	45	1025	1073	2129	986	1260	787	2432	1167	1639	323	802
ENSCAFG00000039525	1035	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	5	5	2	0	0	2	0	0	1	0	0	1	0
ENSCAFG00000042379	1778	3	0	0	1	0	0	0	0	0	0	1	3	1	3	1	7	1	4	0	2	15	5	7	6	0	1	12	0	4	0	0	0	2
ENSCAFG00000028984	2596	4	12	3	15	16	10	3	0	7	3	37	24	32	29	6	6	5	4	13	20	38	4	5	9	6	13	10	3	4	12	10	3	5
ENSCAFG00000042133	1603	0	0	0	0	2	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	3	1
ENSCAFG00000045649	1061	0	1	4	7	0	1	2	0	1	1	32	15	13	15	5	9	2	4	8	10	9	9	8	6	17	0	10	1	11	6	6	1	4
ENSCAFG00000045362	1283	0	0	0	1	0	1	0	0	1	0	4	4	15	4	2	0	4	2	2	4	3	6	2	6	1	3	2	4	0	3	7	0	0
ENSCAFG00000003700	4323	86	111	62	284	407	191	120	4	16	79	467	508	373	647	148	432	317	330	263	1048	909	134	756	345	678	208	1583	255	1067	1485	990	261	340
ENSCAFG00000048008	381	0	0	0	1	0	0	0	0	0	3	2	1	11	4	2	0	0	0	1	1	2	5	2	0	1	2	1	6	0	2	5	4	0
ENSCAFG00000003703	1274	178	168	103	375	150	162	118	10	51	149	1570	1422	529	1421	287	1221	432	1157	539	3180	1485	52	1143	1020	1399	548	1921	243	1792	997	774	259	192
ENSCAFG00000042891	880	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	6	0	1	1	0	1	0	5	0	5	1	2	1	0	0	0
ENSCAFG00000044615	1150	1	0	0	1	0	2	0	0	0	0	0	0	2	0	3	0	0	1	0	1	1	4	0	0	0	0	0	1	1	0	0	0	0
ENSCAFG00000003706	669	10	13	8	27	5	13	11	0	3	28	279	302	149	663	53	236	97	211	80	832	341	17	296	206	370	88	382	69	503	213	386	6	28
ENSCAFG00000003716	3818	269	189	123	363	121	192	149	9	320	283	3334	2811	1316	2996	208	1127	476	1061	616	3634	2551	148	1088	1095	1527	562	1254	376	1099	995	1486	142	379
ENSCAFG00000047391	2222	378	176	65	236	86	367	332	17	100	101	1579	1446	548	904	98	438	610	848	283	793	1401	90	551	495	345	277	694	244	537	143	265	112	325
ENSCAFG00000003727	848	21	10	5	16	12	12	6	0	10	2	111	120	41	59	11	37	49	66	6	113	161	11	69	48	95	25	83	11	63	37	58	3	15
ENSCAFG00000028353	130	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000049985	1568	3	3	0	1	0	0	0	0	1	0	0	0	4	1	1	0	2	0	0	0	6	0	1	1	1	1	3	3	2	1	3	0	0
ENSCAFG00000003733	3662	163	144	107	301	149	155	102	7	247	261	1742	1615	860	1662	116	1109	392	1128	389	2390	3477	168	1836	1032	1222	322	3536	422	1546	816	1071	88	201
ENSCAFG00000003725	2384	149	135	27	163	64	247	141	5	76	52	1546	1284	550	905	84	713	357	694	238	584	1659	59	1372	851	261	162	1104	181	513	192	260	100	246
ENSCAFG00000042420	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000029386	107	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000021596	97	29	6	19	4	28	15	9	1	11	18	6	5	17	2	3	0	3	0	3	0	1	34	0	1	8	7	2	11	1	10	1	31	10
ENSCAFG00000003749	1961	70	55	53	134	56	45	48	3	12	16	265	252	223	216	54	103	78	113	78	98	231	24	235	123	84	167	369	80	235	271	328	46	55
ENSCAFG00000044610	2622	1	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000043287	1500	3	0	0	0	0	0	0	0	0	0	1	5	4	3	0	0	2	2	0	0	4	3	0	1	0	7	2	3	1	7	2	1	2
ENSCAFG00000040608	1277	0	10	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	2	2	5	4	0	0	1	0	1	0	1	4	6	0	0
ENSCAFG00000003755	264	0	0	5	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	2	2	1	0	0	1	2	0	1	0	2	0	5	2
ENSCAFG00000003758	4628	82	43	46	142	40	80	66	12	42	111	262	196	170	228	98	207	96	139	101	259	242	18	245	121	220	196	545	77	260	242	231	76	41
